2021-12-02	756389	10,40,19,62,65,03,37,67,50,64,75,36,74,04,52,68,07,25,47,45,46,55,08,31,28,34,01,11,21,30,05,49,35,22,60,48,27,59,54,53,17,73,61,15,63,16,33,42,71
2021-12-02	756388	02,46,69,59,43,32,07,15,28,45,30,47,24,40,60,11,03,49,57,17,01,55,61,53,29,23,66,37,62,06,12,72,16,34,75,04,13,68,42,39,48,58,26,67,10,33,52,36,35
2021-12-02	756387	45,55,33,03,64,04,48,65,71,43,27,37,29,02,75,06,21,51,16,63,67,40,46,73,38,09,23,54,01,47,11,19,53,57,12,70,28,58,36,14,69,08,15,49,07,13,26,35,52
2021-12-02	756386	16,60,42,45,02,75,49,46,63,15,07,61,53,27,74,25,55,14,32,19,62,72,28,12,30,47,51,40,59,54,05,04,13,64,18,38,41,44,23,50,34,57,03,06,73,24,67,11,29
2021-12-02	756385	60,42,48,24,25,29,66,75,71,26,51,52,61,34,45,40,28,36,41,64,02,32,17,68,10,08,15,19,13,46,56,73,54,55,65,50,44,05,43,70,21,49,01,57,35,72,22,06,67
2021-12-02	756384	46,24,59,33,12,27,25,38,06,02,56,68,05,55,16,26,13,61,36,08,71,67,28,39,23,75,34,70,53,11,10,47,01,35,21,73,58,04,22,52,42,19,14,65,72,49,40,31,50
2021-12-02	756383	14,22,54,68,48,18,02,75,46,72,05,42,20,60,66,04,67,16,27,29,49,73,32,71,45,12,74,53,08,23,58,35,50,28,25,63,11,36,61,06,56,38,21,57,17,07,09,40,69
2021-12-02	756382	54,16,04,39,05,46,27,62,08,30,36,61,17,22,53,25,48,23,70,24,44,40,59,29,28,67,19,02,75,45,09,32,37,26,06,11,63,65,49,58,73,64,21,60,07,43,34,31,72
2021-12-02	756381	63,29,21,50,41,22,46,32,18,09,39,52,10,04,11,51,42,75,07,49,70,34,15,05,60,31,44,62,69,72,65,37,68,33,45,53,40,24,35,71,43,14,64,26,59,56,55,57,27
2021-12-02	756380	37,04,27,38,35,01,10,66,64,46,28,34,53,12,62,02,15,08,09,60,41,65,17,43,70,69,39,52,23,11,51,13,25,74,36,24,33,06,63,22,07,68,03,71,19,45,21,73,31
2021-12-02	756379	58,44,38,01,22,28,04,46,59,11,69,51,41,50,25,72,39,07,52,13,35,19,61,36,75,56,42,32,14,54,26,65,03,21,18,67,55,70,68,47,30,57,40,45,06,20,10,15,09
2021-12-02	756378	42,54,14,01,55,64,47,45,15,36,34,22,35,75,41,05,61,52,67,33,26,21,03,43,32,66,60,02,68,58,28,53,25,48,09,69,04,19,27,12,29,11,20,16,44,72,62,08,57
2021-12-02	756377	38,46,59,18,60,75,71,64,37,10,03,36,43,07,68,13,47,67,05,72,51,61,66,35,63,31,24,08,09,50,17,73,06,27,58,16,52,49,11,40,62,39,42,21,69,26,04,74,56
2021-12-02	756376	20,05,15,60,54,30,56,70,36,49,46,13,39,31,26,06,65,28,71,38,34,52,50,37,58,40,04,75,10,67,25,73,24,17,59,41,09,72,53,12,62,33,57,07,14,66,43,68,64
2021-12-02	756375	35,01,08,71,16,34,72,51,09,03,27,52,43,55,56,46,20,21,31,47,67,60,02,50,59,11,48,63,70,18,12,32,13,40,53,74,33,62,22,75,45,69,58,66,37,64,29,24,06
2021-12-02	756374	32,49,61,13,48,28,46,17,27,62,67,45,39,52,09,47,33,55,56,42,31,26,29,44,11,54,08,05,14,60,43,68,66,41,59,73,04,02,36,18,57,07,69,40,50,70,23,37,30
2021-12-02	756373	28,17,54,38,13,56,08,36,06,33,34,60,70,16,48,09,68,05,14,74,23,62,50,37,42,44,66,58,21,51,64,18,57,35,22,61,07,63,72,27,49,65,24,47,46,12,32,15,55
2021-12-02	756372	34,47,61,63,12,15,14,54,48,50,71,51,59,36,19,09,55,42,58,37,07,23,46,03,66,31,75,67,24,16,18,68,73,26,04,44,65,02,70,08,33,05,22,11,35,52,38,39,41
2021-12-02	756371	44,16,27,17,72,38,57,61,71,14,32,54,48,64,03,22,37,39,56,52,49,34,15,06,70,04,19,40,18,33,66,58,46,09,30,08,25,10,42,24,74,63,23,31,29,55,28,20,62
2021-12-02	756370	39,48,28,66,52,23,70,50,42,51,22,09,08,29,14,35,07,10,21,57,56,61,33,06,18,54,65,26,05,01,13,72,37,04,60,24,02,69,27,75,74,40,47,73,34,63,59,16,71
2021-12-02	756369	30,31,36,37,10,09,07,38,13,28,34,15,16,27,71,70,08,46,26,59,23,52,11,20,65,43,64,50,29,22,48,54,62,51,57,44,17,03,60,05,55,33,32,47,56,18,66,41,12
2021-12-02	756368	24,22,12,45,07,28,36,44,01,62,29,06,23,75,49,21,50,32,48,64,14,10,67,18,35,52,27,02,68,39,58,03,38,65,61,05,43,69,26,51,57,04,15,33,72,20,66,09,13
2021-12-02	756367	28,52,37,08,14,30,58,67,72,48,74,51,25,38,24,66,11,55,43,41,20,05,71,50,68,18,13,21,06,35,12,73,16,31,70,33,61,07,65,69,27,56,23,22,29,04,39,63,57
2021-12-02	756366	34,13,74,14,53,38,21,66,27,36,20,67,37,52,17,01,32,68,60,18,63,15,08,65,46,09,25,45,47,10,70,39,23,05,51,58,50,40,04,22,28,35,43,42,48,12,06,31,33
2021-12-02	756365	18,69,01,61,32,66,23,45,02,50,03,71,19,54,04,29,21,37,59,55,62,33,57,42,09,24,27,73,41,58,60,39,68,22,10,53,64,26,52,25,28,35,11,48,30,17,31,13,36
2021-12-02	756364	64,65,75,06,47,35,30,60,12,43,48,67,52,46,01,22,08,38,28,73,24,53,69,27,21,49,59,05,68,03,42,63,14,19,32,66,39,41,25,26,10,56,09,40,29,07,55,20,51
2021-12-02	756363	67,46,40,15,55,16,64,14,72,03,22,39,19,12,02,06,61,38,31,47,53,71,27,69,18,54,08,44,48,34,73,11,37,56,30,32,74,36,09,51,57,13,20,66,43,60,63,10,50
2021-12-02	756362	18,74,11,25,35,70,30,69,06,54,56,42,33,57,44,39,68,71,72,26,55,13,15,31,47,65,01,36,43,73,45,50,58,14,16,61,67,59,46,21,66,10,23,41,22,40,02,27,03
2021-12-02	756361	63,31,09,14,01,04,70,67,10,53,60,72,50,64,39,44,58,52,41,16,24,66,30,62,68,38,23,07,32,75,51,26,11,36,73,54,33,61,34,28,35,13,18,12,40,02,45,08,03
2021-12-02	756360	52,65,49,48,12,18,04,42,17,24,07,73,57,50,38,74,59,56,46,63,27,62,34,28,32,29,30,19,66,02,15,36,53,33,61,60,71,08,39,31,11,05,21,23,70,58,25,35,10
2021-12-02	756359	61,59,47,48,24,34,31,38,15,68,22,36,73,39,42,46,44,35,11,29,01,16,09,32,25,10,04,12,67,19,08,69,60,33,23,71,17,14,65,52,20,40,03,06,55,07,70,63,21
2021-12-02	756358	14,45,04,58,39,08,11,72,18,34,44,56,61,38,05,24,67,21,59,13,28,41,29,51,66,50,10,49,02,40,43,75,22,31,09,42,54,25,36,26,15,63,71,48,20,33,07,46,74
2021-12-02	756357	26,72,01,03,32,10,64,63,39,21,05,75,37,09,57,52,71,15,07,28,35,24,40,04,29,08,74,49,66,67,34,60,38,30,56,17,20,25,33,73,11,42,59,50,14,45,16,02,36
2021-12-02	756356	73,47,30,68,54,05,41,70,23,69,71,18,17,33,64,37,07,21,28,50,25,63,40,66,75,13,56,01,59,14,34,09,27,26,38,65,02,29,06,08,10,16,67,20,36,39,19,51,15
2021-12-02	756355	33,21,62,39,44,31,05,43,38,12,34,18,37,23,45,75,17,06,47,03,11,65,46,13,68,50,20,67,14,07,15,04,01,66,73,36,16,64,02,26,51,29,59,58,61,22,60,49,27
2021-12-02	756354	07,46,60,55,42,27,30,04,03,13,44,36,50,40,39,02,59,25,06,37,38,10,05,68,54,17,24,29,52,62,35,66,45,75,26,41,22,47,16,72,01,43,70,12,11,58,49,61,33
2021-12-02	756353	59,58,11,30,63,54,72,70,22,41,42,10,44,08,60,39,02,64,37,38,12,53,16,48,26,68,03,18,34,43,69,05,09,01,33,15,75,52,46,20,27,56,13,24,40,04,19,62,73
2021-12-02	756352	18,50,01,37,14,56,74,73,07,53,38,21,13,49,66,05,10,67,29,72,20,04,26,47,15,71,32,22,24,45,36,58,27,46,57,34,65,54,19,16,62,42,28,61,08,25,39,69,06
2021-12-02	756351	18,75,29,14,58,35,67,72,32,36,49,66,60,33,69,34,54,02,06,26,08,22,30,17,12,62,31,65,16,21,23,13,07,46,55,70,51,64,24,43,71,10,03,42,53,38,48,37,05
2021-12-02	756350	65,29,23,34,66,47,16,41,56,17,39,20,63,03,61,68,53,06,15,59,55,44,45,19,46,10,22,57,30,12,60,24,21,08,13,69,42,40,74,49,07,51,43,32,72,52,28,02,11
2021-12-02	756349	51,45,23,04,44,35,68,48,69,65,66,74,25,64,40,54,46,50,71,67,28,58,56,29,17,21,19,31,13,60,72,22,16,70,49,52,30,26,61,03,63,34,39,10,32,18,43,11,62
2021-12-02	756348	01,55,36,45,10,47,15,35,62,08,07,66,24,63,38,50,39,31,52,71,20,04,69,33,68,25,19,65,22,18,23,73,02,43,27,28,26,03,60,75,21,34,59,37,13,61,70,72,41
2021-12-02	756347	08,27,45,07,65,31,21,32,63,19,48,04,13,03,22,61,49,10,26,55,72,36,33,06,15,73,34,67,24,37,60,56,58,42,23,28,68,53,47,71,30,51,16,38,12,66,20,44,01
2021-12-02	756346	68,30,43,19,04,34,44,46,16,64,11,75,72,65,38,40,31,20,41,17,01,37,29,08,26,27,13,70,10,66,18,15,63,57,05,22,62,02,48,09,74,52,69,59,61,42,67,33,53
2021-12-02	756345	21,48,07,72,10,58,71,44,59,46,11,54,23,43,32,08,69,12,16,20,66,50,14,01,09,35,55,51,45,34,19,70,47,28,52,37,33,26,18,15,68,67,40,17,74,62,57,30,56
2021-12-02	756344	49,72,01,09,59,36,41,52,46,07,06,44,10,11,70,31,05,18,24,55,64,58,75,14,61,37,43,50,27,25,48,08,30,26,23,66,74,32,02,67,15,12,04,38,47,39,03,21,63
2021-12-02	756343	39,54,32,45,30,67,43,35,18,01,50,74,16,44,75,04,15,72,46,17,47,22,37,23,65,63,73,12,59,07,27,41,55,49,28,53,14,64,02,60,48,29,42,21,20,19,51,11,52
2021-12-02	756342	60,70,19,38,12,53,29,73,75,67,69,11,18,43,09,37,17,66,52,36,31,08,68,50,22,40,54,57,35,74,01,16,05,42,10,33,02,61,47,46,44,49,34,15,07,04,21,26,32
2021-12-02	756341	56,68,54,28,53,46,60,61,45,10,43,07,47,57,59,70,71,23,65,38,09,44,33,50,25,42,08,41,35,19,58,21,29,17,32,73,20,51,49,26,16,04,62,11,24,74,02,36,01
2021-12-02	756340	17,55,64,34,27,13,35,43,25,54,58,70,74,24,51,62,39,26,49,69,37,22,05,04,36,08,57,71,07,20,32,73,59,53,12,09,29,38,19,46,72,45,60,33,23,50,21,40,66
2021-12-02	756339	61,47,75,56,08,10,05,01,35,37,21,68,15,06,27,55,14,71,19,60,50,41,43,58,29,62,36,30,40,72,03,53,63,26,38,22,17,24,12,09,23,20,69,18,28,25,34,42,11
2021-12-02	756338	72,31,11,17,55,03,19,65,05,18,57,07,21,30,20,06,25,45,09,68,04,75,14,28,41,34,69,51,40,58,32,16,37,24,15,53,36,38,22,71,59,70,39,49,01,48,08,26,62
2021-12-02	756337	12,59,57,18,51,63,19,27,48,35,01,40,34,16,46,26,50,71,45,67,14,42,68,58,61,30,25,36,49,53,04,08,65,22,13,21,03,24,05,07,09,37,29,06,11,55,66,54,23
2021-12-02	756336	08,68,52,21,61,44,47,65,09,64,63,29,16,53,33,59,17,34,14,10,57,04,20,19,25,07,51,50,02,71,40,41,15,49,39,11,32,37,01,62,35,27,60,70,30,45,28,43,26
2021-12-02	756335	75,47,03,27,38,33,28,10,21,66,59,49,07,08,39,69,64,26,41,52,16,54,57,05,53,68,63,43,73,35,04,14,20,42,72,74,19,45,55,11,24,06,18,46,02,67,58,29,70
2021-12-02	756334	50,62,51,65,22,14,01,08,60,25,58,68,21,28,17,23,52,20,42,61,16,31,53,38,59,47,73,07,15,64,66,27,11,70,40,32,05,30,29,46,48,03,35,26,54,72,10,75,18
2021-12-02	756333	10,02,73,72,33,61,29,31,01,40,60,25,18,09,70,21,11,50,42,52,24,34,14,44,54,71,69,56,04,64,17,59,65,57,36,37,22,30,07,55,35,67,58,74,49,23,28,03,53
2021-12-02	756332	61,32,68,49,29,28,45,46,36,23,34,48,12,19,44,26,10,31,21,09,27,40,17,39,54,66,47,37,08,02,15,62,67,18,13,70,07,22,01,56,43,16,06,30,04,51,03,05,24
2021-12-02	756331	53,20,41,48,15,16,64,43,69,38,28,51,62,57,59,61,54,07,11,13,56,63,23,21,03,72,34,10,08,26,17,39,44,71,05,60,52,75,42,30,32,18,37,50,19,36,74,04,31
2021-12-02	756330	62,33,03,14,57,41,72,36,64,51,01,73,02,61,66,25,30,34,67,28,58,69,12,59,75,15,54,27,18,68,38,22,04,56,40,17,29,48,32,07,45,20,60,09,50,43,37,19,44
2021-12-02	756329	66,37,34,25,40,73,08,13,29,57,58,44,21,61,02,75,18,09,03,15,71,12,19,30,74,52,59,41,63,53,22,07,70,47,04,56,35,64,51,23,62,05,31,10,45,55,42,68,50
2021-12-02	756328	53,60,21,15,19,23,32,58,52,68,57,41,27,24,25,44,02,72,63,51,73,74,11,48,54,10,28,70,07,26,65,40,61,35,36,05,18,39,37,45,75,46,22,03,08,33,59,62,50
2021-12-02	756327	26,15,16,31,17,19,03,37,61,64,14,13,27,29,49,69,38,51,63,47,60,20,09,73,41,68,58,50,52,62,04,08,75,28,24,66,25,36,44,65,43,56,74,07,59,55,22,10,33
2021-12-02	756326	62,20,07,45,23,17,35,36,26,24,12,64,10,44,05,21,60,30,48,74,57,54,65,59,47,43,19,38,66,46,14,70,32,55,56,31,04,16,08,03,73,25,63,68,13,28,42,67,11
2021-12-02	756325	25,19,05,34,06,50,22,43,60,41,12,71,35,58,18,42,04,38,09,70,68,07,59,73,57,61,24,30,72,27,62,52,69,36,20,48,49,37,31,66,14,53,67,54,63,02,15,40,39
2021-12-02	756324	53,19,18,57,21,69,30,41,12,10,74,36,46,03,23,28,60,42,08,73,56,06,75,47,05,50,45,09,33,22,14,01,34,61,31,58,64,44,26,48,63,16,62,52,54,29,55,35,72
2021-12-02	756323	67,66,48,12,45,16,46,06,54,07,19,72,38,58,47,39,23,51,42,21,32,18,24,20,09,41,35,02,08,30,52,11,25,75,01,44,37,65,26,56,31,43,27,05,03,64,36,13,33
2021-12-02	756322	24,51,68,09,01,54,03,61,74,28,52,65,41,47,57,04,45,32,06,10,70,67,44,20,30,73,21,27,25,46,36,34,17,07,02,16,62,26,39,33,64,66,48,42,05,23,11,43,29
2021-12-02	756321	56,63,41,57,27,32,42,36,26,22,08,12,64,75,35,06,30,70,49,51,54,28,37,52,11,71,19,39,13,34,61,55,44,04,18,67,38,53,60,16,24,46,65,25,01,69,73,10,09
2021-12-02	756320	10,64,55,34,03,70,39,19,45,13,61,69,20,49,32,08,16,73,21,25,59,71,68,66,65,15,52,46,26,06,74,27,28,53,57,67,35,41,29,31,58,09,23,43,60,42,48,12,18
2021-12-02	756319	01,03,67,45,71,52,09,38,16,32,36,75,73,42,60,24,25,50,23,65,40,10,68,54,56,14,62,44,57,51,30,47,55,11,31,20,61,37,58,46,04,72,12,07,64,13,48,29,69
2021-12-02	756318	03,38,28,06,33,36,46,72,58,14,23,63,62,17,32,71,26,37,18,07,43,61,51,39,56,13,53,55,21,60,19,67,11,44,02,68,75,57,31,05,24,40,69,52,49,04,15,10,74
2021-12-02	756317	53,03,56,54,27,13,26,75,35,70,44,71,08,45,34,38,57,72,68,25,65,67,59,62,40,21,01,22,18,49,02,09,66,15,33,61,60,12,14,43,73,05,10,69,37,55,74,36,42
2021-12-02	756316	72,32,63,60,11,74,58,28,04,75,25,34,22,55,73,69,61,48,24,53,20,52,15,47,05,44,65,33,54,14,03,38,06,12,08,36,13,59,51,31,64,45,40,39,42,56,67,57,37
2021-12-02	756315	35,44,07,72,08,46,28,66,24,17,16,21,58,11,03,31,26,27,68,38,64,33,56,60,13,74,06,47,49,50,54,32,59,70,23,71,36,15,40,75,12,37,42,57,04,14,41,09,65
2021-12-02	756314	43,64,06,50,39,69,53,28,48,07,60,15,54,61,45,23,40,41,56,51,59,67,36,13,02,29,65,32,03,19,71,17,68,21,25,33,12,20,31,35,52,75,63,24,38,11,09,62,10
2021-12-02	756313	74,28,07,17,38,41,03,26,44,71,62,14,35,30,25,16,24,67,43,73,21,57,42,20,69,01,33,56,49,06,64,66,39,68,11,05,36,27,50,23,52,55,02,19,31,45,08,22,75
2021-12-02	756312	31,15,71,26,54,63,47,53,30,68,08,52,61,45,39,19,10,65,34,40,44,06,23,03,16,73,33,56,59,48,20,18,13,32,69,35,22,11,75,02,55,27,64,21,66,49,74,51,57
2021-12-02	756311	61,18,60,13,19,63,73,08,20,37,59,05,40,24,15,02,04,23,25,09,65,22,33,71,70,41,52,29,58,39,30,74,07,53,67,27,62,51,64,47,01,03,68,75,57,56,44,38,55
2021-12-02	756310	11,68,08,29,63,43,55,19,10,05,50,01,17,70,15,67,54,66,71,14,09,37,57,58,30,62,35,33,44,42,23,03,74,53,40,73,60,64,56,31,07,52,75,26,38,34,18,47,72
2021-12-02	756309	54,28,63,26,35,49,55,37,52,56,14,75,07,62,40,68,59,10,70,03,24,34,53,02,11,23,13,58,60,33,29,38,12,06,66,64,72,44,18,15,30,46,48,21,74,61,42,36,43
2021-12-02	756308	55,02,22,40,65,34,33,19,12,54,17,13,05,20,37,71,69,24,41,06,70,48,63,58,14,47,44,64,15,21,10,68,57,25,27,09,26,43,60,45,23,03,18,59,67,11,75,52,31
2021-12-02	756307	35,13,67,27,41,69,66,46,30,70,42,57,39,63,28,17,49,22,14,74,33,32,03,52,54,19,21,55,25,56,59,58,20,29,75,18,40,60,72,65,16,38,34,43,47,62,09,05,15
2021-12-02	756306	33,45,69,38,35,25,24,11,13,29,50,23,01,40,49,71,54,05,62,53,66,60,15,36,07,32,27,14,08,47,75,65,41,31,39,21,57,03,02,72,74,44,56,34,46,51,37,17,22
2021-10-08	749015	29,33,45,35,71,26,40,68,62,37,23,22,34,36,53,08,47,72,12,31,30,73,64,60,49,13,46,16,03,43,10,09,07,20,66,75,06,11,41,38,19,67,27,24,17,56,63,74,28
2021-10-08	749014	23,52,35,27,29,22,72,43,73,20,59,57,34,48,65,12,14,15,69,41,60,32,62,05,37,68,02,01,63,17,45,49,66,70,55,07,31,21,47,51,58,61,42,46,26,39,33,09,04
2021-10-08	749013	74,15,19,62,67,44,24,31,69,23,35,64,61,01,12,09,13,51,22,27,17,33,39,25,45,47,38,49,06,59,28,50,52,70,03,04,02,10,16,57,36,20,56,63,07,18,08,66,41
2021-10-08	749012	12,06,26,20,59,39,49,22,29,18,65,43,30,62,47,72,24,58,04,23,27,25,74,33,73,56,28,50,45,63,75,42,21,40,51,54,16,02,48,08,32,13,69,57,71,64,46,61,11
2021-10-08	749011	69,59,47,29,60,61,33,12,46,48,32,17,25,55,75,73,36,56,62,45,06,68,51,21,02,04,05,40,44,24,37,74,53,38,52,20,67,50,18,49,72,64,35,13,65,23,63,26,09
2021-10-08	749010	38,09,25,42,74,13,41,02,50,03,48,40,55,69,56,73,71,26,27,61,24,12,47,54,20,57,45,07,68,37,43,21,31,28,36,08,33,51,53,58,23,59,22,65,70,14,18,34,01
2021-10-08	749009	71,56,67,37,49,17,58,28,75,61,70,31,07,02,45,27,65,04,20,42,26,66,46,14,11,59,51,01,40,44,25,24,63,54,41,21,33,73,60,18,74,39,36,50,47,16,06,10,55
2021-10-08	749008	07,63,65,46,10,01,15,57,09,24,16,51,31,32,34,72,39,20,42,18,30,45,66,52,29,11,33,47,59,35,70,25,37,06,60,38,13,03,26,36,56,50,27,28,22,67,12,05,74
2021-10-08	749007	02,62,52,15,08,04,58,54,36,21,32,10,18,31,60,64,37,11,72,01,06,14,65,24,70,53,44,09,27,07,16,47,49,05,22,68,29,61,75,59,26,20,39,50,28,67,43,13,42
2021-10-08	749006	26,53,52,46,27,73,39,51,11,32,41,55,30,13,44,64,03,20,36,70,05,38,16,72,01,18,49,66,09,29,28,74,69,17,19,61,14,63,06,47,37,75,24,67,65,62,25,08,43
2021-10-08	749005	53,20,42,51,18,38,34,70,04,01,35,58,36,47,68,16,72,02,61,21,11,50,30,39,66,19,03,15,29,06,46,08,10,27,40,69,33,59,22,64,26,31,12,45,57,13,67,44,07
2021-10-08	749004	57,06,38,54,47,37,53,66,56,10,74,63,09,01,62,75,52,48,64,32,28,58,42,20,23,46,50,67,26,44,04,14,15,45,25,17,65,72,73,68,51,03,55,24,39,19,61,40,34
2021-10-08	749003	69,03,74,64,46,15,08,06,35,54,57,59,36,47,73,02,29,33,21,62,44,26,18,04,11,42,70,61,20,28,38,45,49,37,17,24,60,12,23,75,66,65,22,40,05,41,10,48,09
2021-10-08	749002	71,39,45,21,67,42,34,75,33,26,73,74,46,01,59,03,66,41,12,07,50,44,20,63,23,53,72,04,62,55,36,37,48,64,70,52,19,15,10,58,27,51,54,31,35,28,43,30,09
2021-10-08	749001	53,48,39,36,07,35,54,17,05,59,37,50,74,62,14,32,06,75,29,40,21,38,19,70,10,56,28,26,73,45,58,52,44,60,66,55,25,30,69,27,15,33,42,04,31,71,63,57,24
2021-10-08	749000	03,49,74,12,60,09,71,30,07,73,17,64,39,40,38,32,08,75,48,66,61,58,45,15,62,01,55,33,22,02,72,63,06,16,68,70,11,37,05,59,25,36,51,57,28,23,04,19,29
2021-10-08	748999	07,05,50,75,38,65,72,22,04,67,55,54,08,29,23,34,09,59,12,61,45,16,25,21,48,18,43,56,01,57,49,47,42,26,71,36,28,44,10,33,46,69,64,11,37,19,74,13,66
2021-10-08	748998	33,73,38,57,56,52,68,40,17,48,45,05,60,08,47,16,50,61,51,01,70,43,44,07,53,18,71,03,67,19,22,10,74,59,02,55,39,20,49,25,27,11,31,62,28,64,54,15,75
2021-10-08	748997	70,29,66,37,33,20,71,34,05,46,35,12,13,43,19,38,18,07,59,62,57,51,64,44,04,60,06,24,72,36,27,49,47,50,25,42,14,68,32,17,08,02,10,40,30,55,52,39,41
2021-10-08	748996	49,46,70,35,38,61,54,12,27,36,39,23,52,07,02,29,01,63,30,72,59,15,60,40,19,53,44,62,58,67,06,26,69,66,18,32,74,14,48,41,13,64,21,31,25,57,47,42,09
2021-10-08	748995	59,21,58,51,73,17,13,04,57,42,03,16,47,50,40,30,28,52,37,12,53,19,36,18,29,63,01,23,31,08,54,44,69,67,26,68,64,11,43,14,55,75,62,74,39,66,38,33,24
2021-10-08	748994	34,63,66,11,48,53,05,70,30,04,08,01,46,43,25,03,58,36,41,12,18,42,22,45,24,64,44,21,29,75,57,60,10,59,38,67,55,23,72,31,47,68,54,02,73,28,06,40,39
2021-10-08	748993	07,06,33,15,70,53,23,55,34,64,44,25,52,51,75,24,60,43,38,36,72,31,63,09,71,26,49,58,12,42,59,03,47,56,05,39,62,29,27,48,66,65,10,20,18,67,08,02,61
2021-10-08	748992	26,36,22,05,63,23,72,08,56,15,09,06,65,73,02,11,62,44,43,17,57,34,33,38,27,04,48,52,29,18,64,51,12,69,24,50,39,74,66,49,20,35,16,19,59,61,71,70,54
2021-10-08	748991	01,12,33,46,73,47,42,32,30,36,74,16,48,05,41,02,75,50,67,61,11,25,45,10,62,09,71,13,19,15,14,63,60,27,57,28,08,54,24,72,64,59,17,44,31,35,51,53,06
2021-10-08	748990	17,59,33,10,72,19,06,26,15,20,27,47,42,04,14,02,68,73,03,45,11,52,21,62,09,39,65,30,05,46,08,60,43,36,57,70,34,01,74,50,49,48,69,61,12,41,64,07,22
2021-10-08	748989	26,09,50,35,68,71,27,56,32,02,52,74,62,13,45,24,60,42,25,55,51,38,29,04,11,14,49,16,63,17,06,34,31,57,75,23,70,61,22,72,67,53,69,46,43,41,01,28,64
2021-10-08	748988	34,13,74,62,41,17,60,27,04,06,25,56,18,10,43,49,66,59,39,63,73,33,19,02,31,23,44,36,72,26,14,38,67,40,30,45,20,65,37,08,05,47,57,64,54,21,70,01,58
2021-10-08	748987	15,30,69,09,35,71,72,24,33,70,25,18,08,51,65,66,60,06,16,67,17,44,20,13,58,54,45,68,05,46,28,36,53,22,43,75,01,21,10,11,73,56,12,23,19,04,38,26,57
2021-10-08	748986	47,17,02,21,72,08,53,04,07,26,50,59,69,64,24,32,18,01,46,14,40,45,12,73,49,68,62,70,09,65,36,20,43,25,44,56,29,57,41,15,37,67,10,03,34,42,48,06,55
2021-10-08	748985	12,02,33,14,63,11,58,60,03,34,65,09,56,19,06,66,61,10,73,52,49,55,05,35,50,54,38,37,40,51,22,16,28,18,45,15,48,26,13,20,07,44,43,53,29,47,36,01,69
2021-10-08	748984	45,03,10,21,58,46,66,74,32,55,24,60,54,16,68,14,39,73,30,61,64,19,56,62,35,40,65,25,13,75,63,70,26,43,72,47,23,67,37,49,71,33,12,36,18,27,06,28,29
2021-10-08	748983	70,45,67,26,44,18,66,04,12,37,14,52,35,30,31,38,16,59,72,36,75,24,57,63,19,08,39,10,61,73,02,11,43,23,21,56,20,27,42,07,05,47,51,33,69,71,28,06,74
2021-10-08	748982	38,12,24,33,61,34,05,39,54,58,40,28,42,71,64,70,52,27,67,48,31,57,11,10,68,65,13,21,51,56,06,32,19,43,09,01,75,46,69,36,22,44,18,66,45,08,15,53,60
2021-10-08	748981	39,10,21,19,60,32,63,75,73,55,62,30,13,22,03,33,04,40,54,28,58,50,01,25,05,43,29,23,41,14,49,08,17,66,53,70,44,26,45,65,67,07,48,34,20,16,69,18,11
2021-10-08	748980	09,51,12,57,24,75,71,50,49,37,05,06,21,65,41,68,73,01,14,70,32,07,18,15,39,62,13,19,17,10,69,59,40,16,03,64,56,20,45,34,60,31,29,61,43,30,04,33,23
2021-10-08	748979	71,37,46,36,10,41,03,52,11,65,63,20,70,16,35,74,54,12,69,04,22,06,17,05,64,24,28,27,61,08,40,72,21,30,39,57,33,23,58,13,26,09,34,02,51,59,07,45,15
2021-10-08	748978	58,49,63,55,07,48,43,59,35,21,75,09,39,47,69,03,02,68,34,22,66,72,16,30,42,73,12,33,70,17,11,38,50,65,26,54,40,04,53,20,29,24,74,45,01,61,32,46,23
2021-10-08	748977	32,54,42,01,35,71,58,52,63,10,11,67,69,22,44,25,37,04,38,49,09,57,23,02,18,30,59,06,40,55,12,27,60,26,73,39,61,70,46,16,43,28,05,56,62,68,17,07,50
2021-10-08	748976	72,06,10,31,59,23,68,33,01,65,29,16,36,13,57,03,61,15,44,58,49,64,08,25,37,55,53,26,67,22,14,54,09,39,73,04,07,71,56,28,38,66,21,30,43,70,51,69,47
2021-10-08	748975	59,43,08,32,44,21,10,18,20,69,23,03,51,17,53,35,67,30,24,48,07,41,71,15,42,72,29,60,34,12,01,05,14,73,38,13,65,39,52,62,11,61,58,37,50,54,27,66,55
2021-10-08	748974	02,46,41,71,42,11,75,61,67,06,32,48,12,10,03,38,53,30,49,22,40,60,64,16,29,56,18,33,23,31,37,39,72,36,74,54,51,24,04,35,59,58,15,14,26,43,45,68,47
2021-10-08	748973	25,64,17,29,07,46,23,11,63,14,68,09,39,05,65,21,60,75,24,31,40,59,37,70,34,06,15,48,13,19,67,50,43,26,01,51,10,27,08,73,61,20,12,57,02,71,47,18,35
2021-10-08	748972	60,26,45,34,11,29,66,61,70,52,17,18,21,12,63,09,51,73,71,27,47,30,38,06,41,56,72,23,75,74,55,69,04,02,24,36,01,44,42,31,33,22,20,25,07,37,57,28,67
2021-10-08	748971	04,51,47,69,25,32,49,19,29,55,40,14,59,48,72,62,45,65,63,31,70,41,75,54,01,28,16,02,34,38,03,12,17,22,58,18,15,68,53,09,07,06,52,27,39,43,57,20,60
